x,y,layer1,layer2,voltage1,voltage2,current
835.123,1271.18,LAYER_2,BOTTOM_LAYER,0.180124,0.180121,0.0259808
835.123,1310.55,TOP_LAYER,LAYER_1,0.180158,0.180155,0.0253372
835.123,1310.55,LAYER_1,LAYER_2,0.180155,0.180137,0.0253372
835.123,1310.55,LAYER_2,BOTTOM_LAYER,0.180137,0.180134,0.0167514
835.123,1448.34,TOP_LAYER,LAYER_1,0.180171,0.180168,0.0238826
835.123,1448.34,LAYER_1,LAYER_2,0.180168,0.180151,0.0238826
835.123,1448.34,LAYER_2,BOTTOM_LAYER,0.180151,0.18015,0.0102675
835.123,1487.71,TOP_LAYER,LAYER_1,0.180163,0.180161,0.0140018
835.123,1487.71,LAYER_1,LAYER_2,0.180161,0.180151,0.0140018
835.123,1487.71,LAYER_2,BOTTOM_LAYER,0.180151,0.18015,0.0094589
874.493,1271.18,TOP_LAYER,LAYER_1,0.180172,0.180166,0.045876
874.493,1271.18,LAYER_1,LAYER_2,0.180166,0.180133,0.045876
874.493,1271.18,LAYER_2,BOTTOM_LAYER,0.180133,0.180128,0.0356752
874.493,1310.55,TOP_LAYER,LAYER_1,0.18018,0.180174,0.0406789
874.493,1310.55,LAYER_1,LAYER_2,0.180174,0.180145,0.0406789
874.493,1310.55,LAYER_2,BOTTOM_LAYER,0.180145,0.180143,0.0149456
915.157,287.678,TOP_LAYER,LAYER_1,47.9985,47.9985,-0
915.157,287.678,LAYER_1,LAYER_2,47.9985,47.9985,2.34185e-11
915.157,287.678,LAYER_2,BOTTOM_LAYER,47.9985,47.9985,1.28919e-10
915.157,2391.93,TOP_LAYER,LAYER_1,0.182118,0.182118,-0
915.157,2391.93,LAYER_1,LAYER_2,0.182118,0.182118,2.74436e-13
915.157,2391.93,LAYER_2,BOTTOM_LAYER,0.182118,0.182118,1.00718e-12
913.863,1842.04,TOP_LAYER,LAYER_1,0.180151,0.180151,-0.00104712
913.863,1842.04,LAYER_1,LAYER_2,0.180151,0.180152,-0.00104712
913.863,1842.04,LAYER_2,BOTTOM_LAYER,0.180152,0.180152,-1.35812e-06
913.863,1881.41,TOP_LAYER,LAYER_1,0.180151,0.180151,-0.000582946
913.863,1881.41,LAYER_1,LAYER_2,0.180151,0.180152,-0.000582946
913.863,1881.41,LAYER_2,BOTTOM_LAYER,0.180152,0.180152,-0.000174476
913.863,1920.78,TOP_LAYER,LAYER_1,0.180151,0.180151,-0.000371574
913.863,1920.78,LAYER_1,LAYER_2,0.180151,0.180151,-0.000371574
913.863,1920.78,LAYER_2,BOTTOM_LAYER,0.180151,0.180151,2.58166e-06
953.234,523.144,TOP_LAYER,LAYER_1,0.179705,0.17971,-0.034755
953.234,523.144,LAYER_1,LAYER_2,0.17971,0.179735,-0.034755
953.234,523.144,LAYER_2,BOTTOM_LAYER,0.179735,0.179738,-0.0268363
953.234,582.2,TOP_LAYER,LAYER_1,0.17973,0.179734,-0.0316096
953.234,582.2,LAYER_1,LAYER_2,0.179734,0.179757,-0.0316096
953.234,582.2,LAYER_2,BOTTOM_LAYER,0.179757,0.179759,-0.0191644
953.234,641.255,TOP_LAYER,LAYER_1,0.179742,0.179747,-0.0356709
953.234,641.255,LAYER_1,LAYER_2,0.179747,0.179772,-0.0356709
953.234,641.255,LAYER_2,BOTTOM_LAYER,0.179772,0.179774,-0.015487
953.234,1842.04,TOP_LAYER,LAYER_1,0.180152,0.180152,-0.00107401
953.234,1842.04,LAYER_1,LAYER_2,0.180152,0.180153,-0.00107401
953.234,1842.04,LAYER_2,BOTTOM_LAYER,0.180153,0.180153,-0.000231451
953.234,1881.41,TOP_LAYER,LAYER_1,0.180152,0.180152,-0.000464217
953.234,1881.41,LAYER_1,LAYER_2,0.180152,0.180152,-0.000464217
953.234,1881.41,LAYER_2,BOTTOM_LAYER,0.180152,0.180152,-0.000286951
953.234,1920.78,TOP_LAYER,LAYER_1,0.180152,0.180152,-0.000269112
953.234,1920.78,LAYER_1,LAYER_2,0.180152,0.180152,-0.000269112
953.234,1920.78,LAYER_2,BOTTOM_LAYER,0.180152,0.180152,-0.000115287
972.919,1330.23,TOP_LAYER,LAYER_1,0.180304,0.180294,0.0745164
972.919,1330.23,LAYER_1,LAYER_2,0.180294,0.18024,0.0745164
972.919,1330.23,LAYER_2,BOTTOM_LAYER,0.18024,0.180231,0.0719117
992.604,1369.6,TOP_LAYER,LAYER_1,0.180304,0.180294,0.0745164
992.604,1369.6,LAYER_1,LAYER_2,0.180294,0.18024,0.0745164
992.604,1369.6,LAYER_2,BOTTOM_LAYER,0.18024,0.180231,0.0719117
992.604,1408.97,TOP_LAYER,LAYER_1,0.180358,0.180341,0.129054
992.604,1408.97,LAYER_1,LAYER_2,0.180341,0.180248,0.129054
992.604,1408.97,LAYER_2,BOTTOM_LAYER,0.180248,0.180234,0.10499
992.604,1842.04,TOP_LAYER,LAYER_1,0.180153,0.180153,-0.00125184
992.604,1842.04,LAYER_1,LAYER_2,0.180153,0.180154,-0.00125184
992.604,1842.04,LAYER_2,BOTTOM_LAYER,0.180154,0.180154,-0.000314138
992.604,1881.41,TOP_LAYER,LAYER_1,0.180153,0.180153,-0.000498201
992.604,1881.41,LAYER_1,LAYER_2,0.180153,0.180153,-0.000498201
992.604,1881.41,LAYER_2,BOTTOM_LAYER,0.180153,0.180153,-0.000321971
992.604,1920.78,TOP_LAYER,LAYER_1,0.180153,0.180153,-0.000247942
992.604,1920.78,LAYER_1,LAYER_2,0.180153,0.180153,-0.000247942
992.604,1920.78,LAYER_2,BOTTOM_LAYER,0.180153,0.180153,-0.000142661
1031.97,1842.04,TOP_LAYER,LAYER_1,0.180154,0.180154,-0.0014959
1031.97,1842.04,LAYER_1,LAYER_2,0.180154,0.180155,-0.0014959
1031.97,1842.04,LAYER_2,BOTTOM_LAYER,0.180155,0.180155,-0.000412974
1031.97,1881.41,TOP_LAYER,LAYER_1,0.180153,0.180153,-0.000617711
1031.97,1881.41,LAYER_1,LAYER_2,0.180153,0.180154,-0.000617711
1031.97,1881.41,LAYER_2,BOTTOM_LAYER,0.180154,0.180154,-0.000407415
1031.97,1920.78,TOP_LAYER,LAYER_1,0.180153,0.180153,-0.00034879
1031.97,1920.78,LAYER_1,LAYER_2,0.180153,0.180153,-0.00034879
1031.97,1920.78,LAYER_2,BOTTOM_LAYER,0.180153,0.180153,-0.000241199
1031.97,1960.15,TOP_LAYER,LAYER_1,0.180153,0.180153,-0.000134418
1031.97,1960.15,LAYER_1,LAYER_2,0.180153,0.180153,-0.000134418
1031.97,1960.15,LAYER_2,BOTTOM_LAYER,0.180153,0.180153,-4.65443e-05
1032.31,1377.14,TOP_LAYER,LAYER_1,0.18045,0.180424,0.0615425
1032.31,1377.14,LAYER_1,LAYER_2,0.180424,0.180283,0.0615425
1032.31,1377.14,LAYER_2,BOTTOM_LAYER,0.180283,0.180255,0.0659213
1032.31,1412.57,TOP_LAYER,LAYER_1,0.180627,0.180574,0.126699
1032.31,1412.57,LAYER_1,LAYER_2,0.180574,0.180283,0.126699
1032.31,1412.57,LAYER_2,BOTTOM_LAYER,0.180283,0.180255,0.0659213
1055.93,1394.85,TOP_LAYER,LAYER_1,0.180627,0.180574,0.126699
1055.93,1394.85,LAYER_1,LAYER_2,0.180574,0.180283,0.126699
1055.93,1394.85,LAYER_2,BOTTOM_LAYER,0.180283,0.180255,0.0659213
1060.69,1620.42,TOP_LAYER,LAYER_1,0.180173,0.180173,-2.78511e-13
1060.69,1620.42,LAYER_1,LAYER_2,0.180173,0.180173,-3.03554e-13
1060.69,1620.42,LAYER_2,BOTTOM_LAYER,0.180173,0.180172,0.00862751
1060.69,1998.37,TOP_LAYER,LAYER_1,0.180153,0.180153,-0.000127831
1060.69,1998.37,LAYER_1,LAYER_2,0.180153,0.180153,-0.000127831
1060.69,1998.37,LAYER_2,BOTTOM_LAYER,0.180153,0.180153,-3.10614e-05
1071.34,1842.04,TOP_LAYER,LAYER_1,0.180154,0.180154,-0.00184474
1071.34,1842.04,LAYER_1,LAYER_2,0.180154,0.180155,-0.00184474
1071.34,1842.04,LAYER_2,BOTTOM_LAYER,0.180155,0.180155,-0.000729646
1071.34,1881.41,TOP_LAYER,LAYER_1,0.180153,0.180153,-0.000846805
1071.34,1881.41,LAYER_1,LAYER_2,0.180153,0.180154,-0.000846805
1071.34,1881.41,LAYER_2,BOTTOM_LAYER,0.180154,0.180154,-0.000595101
1079.56,1377.14,TOP_LAYER,LAYER_1,0.180464,0.180432,0.0762154
1079.56,1377.14,LAYER_1,LAYER_2,0.180432,0.180256,0.0762154
1079.56,1377.14,LAYER_2,BOTTOM_LAYER,0.180256,0.180235,0.0505006
1079.56,1412.57,TOP_LAYER,LAYER_1,0.180464,0.180432,0.0762154
1079.56,1412.57,LAYER_1,LAYER_2,0.180432,0.180256,0.0762154
1079.56,1412.57,LAYER_2,BOTTOM_LAYER,0.180256,0.180235,0.0505006
1091.03,2105.82,TOP_LAYER,LAYER_1,0.180153,0.180153,-0.000165115
1091.03,2105.82,LAYER_1,LAYER_2,0.180153,0.180153,-0.000165115
1091.03,2105.82,LAYER_2,BOTTOM_LAYER,0.180153,0.180153,-7.92326e-06
1092.18,1998.37,TOP_LAYER,LAYER_1,0.180153,0.180153,-0.000219287
1092.18,1998.37,LAYER_1,LAYER_2,0.180153,0.180153,-0.000219287
1092.18,1998.37,LAYER_2,BOTTOM_LAYER,0.180153,0.180153,-0.000121932
1110.71,523.144,TOP_LAYER,LAYER_1,0.17976,0.179764,-0.0333531
1110.71,523.144,LAYER_1,LAYER_2,0.179764,0.179788,-0.0333531
1110.71,523.144,LAYER_2,BOTTOM_LAYER,0.179788,0.179791,-0.0224932
1110.71,582.2,TOP_LAYER,LAYER_1,0.179772,0.179776,-0.037218
1110.71,582.2,LAYER_1,LAYER_2,0.179776,0.179803,-0.037218
1110.71,582.2,LAYER_2,BOTTOM_LAYER,0.179803,0.179806,-0.0247053
1110.71,641.255,TOP_LAYER,LAYER_1,0.179775,0.179781,-0.0460588
1110.71,641.255,LAYER_1,LAYER_2,0.179781,0.179814,-0.0460588
1110.71,641.255,LAYER_2,BOTTOM_LAYER,0.179814,0.179818,-0.0291388
1110.71,1881.41,TOP_LAYER,LAYER_1,0.180153,0.180153,-0.00121476
1110.71,1881.41,LAYER_1,LAYER_2,0.180153,0.180154,-0.00121476
1110.71,1881.41,LAYER_2,BOTTOM_LAYER,0.180154,0.180154,-0.00117262
1110.71,2141.25,TOP_LAYER,LAYER_1,0.180153,0.180153,-0.000255755
1110.71,2141.25,LAYER_1,LAYER_2,0.180153,0.180153,-0.000255755
1110.71,2141.25,LAYER_2,BOTTOM_LAYER,0.180153,0.180153,4.60666e-05
1118.39,1620.42,TOP_LAYER,LAYER_1,0.180379,0.180379,1.39256e-13
1118.39,1620.42,LAYER_1,LAYER_2,0.180379,0.180379,-5.05924e-14
1118.39,1620.42,LAYER_2,BOTTOM_LAYER,0.180379,0.180379,-4.17766e-13
1123.68,1998.37,TOP_LAYER,LAYER_1,0.180153,0.180153,-0.00027077
1123.68,1998.37,LAYER_1,LAYER_2,0.180153,0.180153,-0.00027077
1123.68,1998.37,LAYER_2,BOTTOM_LAYER,0.180153,0.180153,-0.000134128
1130.4,2105.82,TOP_LAYER,LAYER_1,0.180153,0.180153,-0.000171118
1130.4,2105.82,LAYER_1,LAYER_2,0.180153,0.180153,-0.000171118
1130.4,2105.82,LAYER_2,BOTTOM_LAYER,0.180153,0.180153,-5.90729e-05
1150.08,2141.25,TOP_LAYER,LAYER_1,0.180153,0.180153,-0.000262416
1150.08,2141.25,LAYER_1,LAYER_2,0.180153,0.180153,-0.000262416
1150.08,2141.25,LAYER_2,BOTTOM_LAYER,0.180153,0.180153,3.15683e-05
1155.17,1998.37,TOP_LAYER,LAYER_1,0.180152,0.180152,-0.000309666
1155.17,1998.37,LAYER_1,LAYER_2,0.180152,0.180153,-0.000309666
1155.17,1998.37,LAYER_2,BOTTOM_LAYER,0.180153,0.180153,2.10751e-05
