x;y;layer1;layer2;voltage1;voltage2;current
1182.3;943.688;TOP_LAYER;LAYER_1;0.179002;0.179001;0.0200446
1182.3;943.688;LAYER_1;LAYER_2;0.179001;0.178995;0.0200446
1182.3;943.688;LAYER_2;BOTTOM_LAYER;0.178995;0.178996;-0.00852066
1169.77;2105.82;TOP_LAYER;LAYER_1;0.179185;0.179185;-0.00024524
1169.77;2105.82;LAYER_1;LAYER_2;0.179185;0.179186;-0.00024524
1169.77;2105.82;LAYER_2;BOTTOM_LAYER;0.179186;0.179186;9.36819e-05
1187.36;2573.27;TOP_LAYER;LAYER_1;0.179193;0.179192;0.00642026
1187.36;2573.27;LAYER_1;LAYER_2;0.179192;0.17919;0.00642026
1187.36;2573.27;LAYER_2;BOTTOM_LAYER;0.17919;0.179189;0.00435649
1189.45;1310.55;TOP_LAYER;LAYER_1;0.179226;0.179224;0.0188539
1189.45;1310.55;LAYER_1;LAYER_2;0.179224;0.17921;0.0188539
1189.45;1310.55;LAYER_2;BOTTOM_LAYER;0.17921;0.179205;0.0360385
1189.45;1349.92;TOP_LAYER;LAYER_1;0.179249;0.179246;0.0282001
1189.45;1349.92;LAYER_1;LAYER_2;0.179246;0.179225;0.0282001
1189.45;1349.92;LAYER_2;BOTTOM_LAYER;0.179225;0.179222;0.0267945
1189.45;1389.29;TOP_LAYER;LAYER_1;0.17928;0.179274;0.0517264
1189.45;1389.29;LAYER_1;LAYER_2;0.179274;0.179236;0.0517264
1189.45;1389.29;LAYER_2;BOTTOM_LAYER;0.179236;0.179231;0.039718
1186.67;1998.37;TOP_LAYER;LAYER_1;0.179185;0.179185;-0.000293926
1186.67;1998.37;LAYER_1;LAYER_2;0.179185;0.179185;-0.000293926
1186.67;1998.37;LAYER_2;BOTTOM_LAYER;0.179185;0.179186;-0.000136074
1194.54;1617.83;TOP_LAYER;LAYER_1;12.1782;12.1782;-0.000164009
1194.54;1617.83;LAYER_1;LAYER_2;12.1782;12.1782;-0.000164009
1194.54;1617.83;LAYER_2;BOTTOM_LAYER;12.1782;12.1782;-1.78247e-11
1228.82;1310.55;TOP_LAYER;LAYER_1;0.179207;0.179206;0.00813007
1228.82;1310.55;LAYER_1;LAYER_2;0.179206;0.179201;0.00813007
1228.82;1310.55;LAYER_2;BOTTOM_LAYER;0.179201;0.179196;0.0317013
1228.82;1349.92;TOP_LAYER;LAYER_1;0.17922;0.179219;0.0110306
1228.82;1349.92;LAYER_1;LAYER_2;0.179219;0.179211;0.0110306
1228.82;1349.92;LAYER_2;BOTTOM_LAYER;0.179211;0.179208;0.0203655
1228.82;1389.29;TOP_LAYER;LAYER_1;0.179234;0.179232;0.0190369
1228.82;1389.29;LAYER_1;LAYER_2;0.179232;0.179218;0.0190369
1228.82;1389.29;LAYER_2;BOTTOM_LAYER;0.179218;0.179215;0.022909
1228.82;1428.66;TOP_LAYER;LAYER_1;0.179207;0.179208;-0.00987789
1228.82;1428.66;LAYER_1;LAYER_2;0.179208;0.179216;-0.00987789
1228.82;1428.66;LAYER_2;BOTTOM_LAYER;0.179216;0.179213;0.0176035
1226.04;2307.42;TOP_LAYER;LAYER_1;0.179412;0.179412;-4.17766e-13
1226.04;2307.42;LAYER_1;LAYER_2;0.179412;0.179412;-5.05924e-13
1226.04;2307.42;LAYER_2;BOTTOM_LAYER;0.179412;0.179412;-4.17766e-13
1280.72;766.522;TOP_LAYER;LAYER_1;0.178974;0.178972;0.0431475
1280.72;766.522;LAYER_1;LAYER_2;0.178972;0.17896;0.0431475
1280.72;766.522;LAYER_2;BOTTOM_LAYER;0.17896;0.178958;0.0243751
1280.72;884.633;TOP_LAYER;LAYER_1;0.179;0.178999;0.0160186
1280.72;884.633;LAYER_1;LAYER_2;0.178999;0.178994;0.0160186
1280.72;884.633;LAYER_2;BOTTOM_LAYER;0.178994;0.178994;0.00557023
1280.72;1002.74;TOP_LAYER;LAYER_1;0.179031;0.179031;-0.000497814
1280.72;1002.74;LAYER_1;LAYER_2;0.179031;0.179031;-0.000497814
1280.72;1002.74;LAYER_2;BOTTOM_LAYER;0.179031;0.179033;-0.0275266
1307.56;1901.1;TOP_LAYER;LAYER_1;0.179184;0.179184;0.000142435
1307.56;1901.1;LAYER_1;LAYER_2;0.179184;0.179183;0.000142435
1307.56;1901.1;LAYER_2;BOTTOM_LAYER;0.179183;0.179184;-0.00376543
1307.56;1960.15;TOP_LAYER;LAYER_1;0.179184;0.179184;-8.00707e-05
1307.56;1960.15;LAYER_1;LAYER_2;0.179184;0.179184;-8.00707e-05
1307.56;1960.15;LAYER_2;BOTTOM_LAYER;0.179184;0.179184;-0.00119191
1307.56;2019.21;TOP_LAYER;LAYER_1;0.179185;0.179185;5.03705e-05
1307.56;2019.21;LAYER_1;LAYER_2;0.179185;0.179184;5.03705e-05
1307.56;2019.21;LAYER_2;BOTTOM_LAYER;0.179184;0.179185;-0.000610404
1307.56;2078.26;TOP_LAYER;LAYER_1;0.179185;0.179185;9.60017e-05
1307.56;2078.26;LAYER_1;LAYER_2;0.179185;0.179185;9.60017e-05
1307.56;2078.26;LAYER_2;BOTTOM_LAYER;0.179185;0.179185;-0.000399825
1307.56;2137.32;TOP_LAYER;LAYER_1;0.179185;0.179185;0.000175182
1307.56;2137.32;LAYER_1;LAYER_2;0.179185;0.179185;0.000175182
1307.56;2137.32;LAYER_2;BOTTOM_LAYER;0.179185;0.179185;-0.00037238
1379.15;707.467;TOP_LAYER;LAYER_1;0.178966;0.178964;0.0378245
1379.15;707.467;LAYER_1;LAYER_2;0.178964;0.178953;0.0378245
1379.15;707.467;LAYER_2;BOTTOM_LAYER;0.178953;0.178952;0.0233263
1379.15;825.578;TOP_LAYER;LAYER_1;0.178988;0.178988;0.014047
1379.15;825.578;LAYER_1;LAYER_2;0.178988;0.178984;0.014047
1379.15;825.578;LAYER_2;BOTTOM_LAYER;0.178984;0.178983;0.00883796
1379.15;943.688;TOP_LAYER;LAYER_1;0.179019;0.179018;0.00472193
1379.15;943.688;LAYER_1;LAYER_2;0.179018;0.179017;0.00472193
1379.15;943.688;LAYER_2;BOTTOM_LAYER;0.179017;0.179017;0.00135295
1379.15;1179.91;TOP_LAYER;LAYER_1;0.179098;0.179098;0.00160237
1379.15;1179.91;LAYER_1;LAYER_2;0.179098;0.179097;0.00160237
1379.15;1179.91;LAYER_2;BOTTOM_LAYER;0.179097;0.179098;-0.00617322
1379.15;1298.02;TOP_LAYER;LAYER_1;0.179139;0.179139;0.00761349
1379.15;1298.02;LAYER_1;LAYER_2;0.179139;0.179137;0.00761349
1379.15;1298.02;LAYER_2;BOTTOM_LAYER;0.179137;0.179137;-0.00787486
1379.15;1416.13;TOP_LAYER;LAYER_1;0.179165;0.179164;0.00820882
1379.15;1416.13;LAYER_1;LAYER_2;0.179164;0.179162;0.00820882
1379.15;1416.13;LAYER_2;BOTTOM_LAYER;0.179162;0.179162;-0.00827511
1379.15;1534.24;TOP_LAYER;LAYER_1;0.179172;0.179172;0.00168708
1379.15;1534.24;LAYER_1;LAYER_2;0.179172;0.179172;0.00168708
1379.15;1534.24;LAYER_2;BOTTOM_LAYER;0.179172;0.179172;-0.0100269
1381.5;1064.4;TOP_LAYER;LAYER_1;0.179055;0.179055;0.00179755
1381.5;1064.4;LAYER_1;LAYER_2;0.179055;0.179055;0.00179755
1381.5;1064.4;LAYER_2;BOTTOM_LAYER;0.179055;0.179055;-0.00568383
1477.57;766.522;TOP_LAYER;LAYER_1;0.178984;0.178983;0.0166297
1477.57;766.522;LAYER_1;LAYER_2;0.178983;0.178979;0.0166297
1477.57;766.522;LAYER_2;BOTTOM_LAYER;0.178979;0.178978;0.0107196
1477.57;884.633;TOP_LAYER;LAYER_1;0.179012;0.179011;0.00591763
1477.57;884.633;LAYER_1;LAYER_2;0.179011;0.17901;0.00591763
1477.57;884.633;LAYER_2;BOTTOM_LAYER;0.17901;0.179009;0.00371274
1477.57;1002.74;TOP_LAYER;LAYER_1;0.179045;0.179045;0.00213361
1477.57;1002.74;LAYER_1;LAYER_2;0.179045;0.179044;0.00213361
1477.57;1002.74;LAYER_2;BOTTOM_LAYER;0.179044;0.179044;0.000535219
1477.57;1120.85;TOP_LAYER;LAYER_1;0.179082;0.179082;0.00113793
1477.57;1120.85;LAYER_1;LAYER_2;0.179082;0.179082;0.00113793
1477.57;1120.85;LAYER_2;BOTTOM_LAYER;0.179082;0.179082;-0.000801819
1477.57;1238.96;TOP_LAYER;LAYER_1;0.179119;0.179119;0.00182342
1477.57;1238.96;LAYER_1;LAYER_2;0.179119;0.179118;0.00182342
1477.57;1238.96;LAYER_2;BOTTOM_LAYER;0.179118;0.179118;-0.000634052
1477.57;1357.07;TOP_LAYER;LAYER_1;0.179139;0.179139;0.00265583
1477.57;1357.07;LAYER_1;LAYER_2;0.179139;0.179138;0.00265583
1477.57;1357.07;LAYER_2;BOTTOM_LAYER;0.179138;0.179138;-0.000851691
1477.57;1475.18;TOP_LAYER;LAYER_1;0.179159;0.179159;0.00207504
1477.57;1475.18;LAYER_1;LAYER_2;0.179159;0.179158;0.00207504
1477.57;1475.18;LAYER_2;BOTTOM_LAYER;0.179158;0.179158;-0.002055
